clave;Make;Model;VIN
Volkswagen-Golf4-Door;Volkswagen;Golf4-Door;3VW217AU8GM056384
Volkswagen-PassatV6;Volkswagen;PassatV6;1VWBM7A39DC008338
Volkswagen-CC2.0T;Volkswagen;CC2.0T;WVWBP7AN8GE504008
Volkswagen-CCDSG;Volkswagen;CCDSG;WVWBN7AN1GE517138
Volkswagen-New;Volkswagen;New;3VWRG3AG9AM019318
Volkswagen-GolfS;Volkswagen;GolfS;3VW217AU7HM055261
Volkswagen-Eos2dr;Volkswagen;Eos2dr;WVWBW7AH0CV011771
Volkswagen-TiguanS;Volkswagen;TiguanS;WVGAV3AX0EW531010
Volkswagen-PassatCERTIFIED;Volkswagen;PassatCERTIFIED;1VWBP7A33CC104987
Volkswagen-Routan4dr;Volkswagen;Routan4dr;2V4RW3DG7BR621796
Volkswagen-Golf2-Door;Volkswagen;Golf2-Door;3VW917AU2GM002805
Volkswagen-Tiguan2WD;Volkswagen;Tiguan2WD;WVGAV7AX3GW565291
Volkswagen-TiguanSEL;Volkswagen;TiguanSEL;WVGAV7AX6FW504418
Volkswagen-PassatTDI;Volkswagen;PassatTDI;1VWBV7A37FC044822
Volkswagen-e-GolfSE;Volkswagen;e-GolfSE;WVWKP7AU8GW905091
Volkswagen-CCExecutive;Volkswagen;CCExecutive;WVWRN7AN6EE504543
Volkswagen-e-GolfLimited;Volkswagen;e-GolfLimited;WVWKP7AU5FW904897
Volkswagen-e-GolfSEL;Volkswagen;e-GolfSEL;WVWPP7AU6FW901156
Volkswagen-TiguanSE;Volkswagen;TiguanSE;WVGAV3AX0EW607289
Volkswagen-Passat3.6L;Volkswagen;Passat3.6L;1VWCM7A3XFC102378
Volkswagen-GLIBase;Volkswagen;GLIBase;3VW5S7AJ4DM299282
Volkswagen-GLI4dr;Volkswagen;GLI4dr;3VWFA71K39M074407
Volkswagen-TiguanAWD;Volkswagen;TiguanAWD;WVGBV7AX5AW512085
Volkswagen-Golf4dr;Volkswagen;Golf4dr;WVWDB7AJ2BW293587
Volkswagen-TiguanFWD;Volkswagen;TiguanFWD;WVGCV75NX9W000055
Volkswagen-Tiguan4MOTION;Volkswagen;Tiguan4MOTION;WVGBV7AX0GW584692
Volkswagen-Golf2013;Volkswagen;Golf2013;WVWDB7AJ5DW133643
Volkswagen-GolfWolfsburg;Volkswagen;GolfWolfsburg;3VW217AU7HM014970
Volkswagen-Touareg4dr;Volkswagen;Touareg4dr;WVGBC67L74D033722
Volkswagen-Jetta1.8T;Volkswagen;Jetta1.8T;3VWD17AJ5HM297058
Volkswagen-Tiguan4WD;Volkswagen;Tiguan4WD;WVGBV7AX4CW530290
Volkswagen-Passat*Clean;Volkswagen;Passat*Clean;1VWBP7A34CC046145
Volkswagen-TiguanWolfsburg;Volkswagen;TiguanWolfsburg;WVGRV7AX2HW502557
Volkswagen-GLIAutobahn;Volkswagen;GLIAutobahn;3VW567AJ4DM246389
Volkswagen-Tiguan/;Volkswagen;Tiguan/;WVGCV3AX6DW608146
Volkswagen-GolfSE;Volkswagen;GolfSE;3VW217AUXHM000366
Volkswagen-TiguanR-Line;Volkswagen;TiguanR-Line;WVGBV3AX6EW523711
Volkswagen-JettaGLI;Volkswagen;JettaGLI;3VW5T7AJ2HM405506
Volkswagen-EosExecutive;Volkswagen;EosExecutive;WVWFW8AH4FV000140
Volkswagen-TiguanSport;Volkswagen;TiguanSport;WVGTV7AX3HW505554
Volkswagen-EosSport;Volkswagen;EosSport;WVWBW8AH4EV001303
Volkswagen-RoutanSE;Volkswagen;RoutanSE;2C4RVABG7DR725177
Volkswagen-Eos2.0T;Volkswagen;Eos2.0T;WVWBA71F87V027686
Volkswagen-RoutanSEL;Volkswagen;RoutanSEL;2C4RVADG7DR725757
Volkswagen-EosKomfort;Volkswagen;EosKomfort;WVWBW8AH1EV000447
Volkswagen-EosLux;Volkswagen;EosLux;WVWFW8AH0DV003372
Volkswagen-Rabbit2dr;Volkswagen;Rabbit2dr;WVWBA71K68W114009
Volkswagen-Beetle;Volkswagen;Beetle;3VW517AT8FM806403
Volkswagen-GolfTDI;Volkswagen;GolfTDI;WVWNM7AJ0DW040690
Volkswagen-TouaregV6;Volkswagen;TouaregV6;WVGEF9BP5DD007913
Volkswagen-Tiguan;Volkswagen;Tiguan;WVGBV7AX9HK019804
Volkswagen-EosFinal;Volkswagen;EosFinal;WVWFW8AH9FV001574
Volkswagen-GTI2dr;Volkswagen;GTI2dr;WVWFD7AJ1AW122072
Volkswagen-GTI4dr;Volkswagen;GTI4dr;WVWGD7AJ1BW073042
Volkswagen-Rabbit4dr;Volkswagen;Rabbit4dr;WVWDA71K58W140772
Volkswagen-GTI4-Door;Volkswagen;GTI4-Door;WVWHD7AJ0EW011124
Volkswagen-Touareg;Volkswagen;Touareg;WVGBE77L58D002037
Volkswagen-Jetta4dr;Volkswagen;Jetta4dr;3VWSB69M71M141039
Volkswagen-Beetle2dr;Volkswagen;Beetle2dr;3VWJP7ATXCM616028
Volkswagen-GTIWolfsburg;Volkswagen;GTIWolfsburg;WVWHV7AJ0DW060710
Volkswagen-GTIDriver's;Volkswagen;GTIDriver's;WVWGV7AJ4DW129278
Volkswagen-GTI2-Door;Volkswagen;GTI2-Door;WVWEV7AJ2DW031437
Volkswagen-GTI4-Door,;Volkswagen;GTI4-Door,;WVWHV7AJ4DW014264
Volkswagen-BeetleS;Volkswagen;BeetleS;3VWF17AT1HM618362
Volkswagen-Cabrio2dr;Volkswagen;Cabrio2dr;3VWDB61E9XM812670
Volkswagen-GTIBase;Volkswagen;GTIBase;WVWED7AJXDW044262
Volkswagen-R322dr;Volkswagen;R322dr;WVWKC71K38W178888
Volkswagen-Beetle2.5L;Volkswagen;Beetle2.5L;3VWJP7AT4CM613657
Volkswagen-BeetleClassic;Volkswagen;BeetleClassic;3VWF17AT6HM615876
Volkswagen-GTIGLX;Volkswagen;GTIGLX;WVWDE31J7XW707437
Volkswagen-BeetleSE;Volkswagen;BeetleSE;3VWJ17AT4HM616860
Volkswagen-Beetle1.8T;Volkswagen;Beetle1.8T;3VWJ17AT1HM615083
Volkswagen-EuroVan3dr;Volkswagen;EuroVan3dr;WV2KB47023H011492
Volkswagen-Phaeton4dr;Volkswagen;Phaeton4dr;WVWAF93D058000739
Volkswagen-TouaregHybrid;Volkswagen;TouaregHybrid;WVGEG9BPXDD001828
Volkswagen-Beetle#PinkBeetle;Volkswagen;Beetle#PinkBeetle;3VWF17AT5HM604433
Volkswagen-BeetleSEL;Volkswagen;BeetleSEL;3VWJ17AT1HM613043
Volkswagen-TouaregTDI;Volkswagen;TouaregTDI;WVGEP9BPXDD005054
Volkswagen-RoutanS;Volkswagen;RoutanS;2C4RVAAG0DR819161
Volkswagen-Atlas3.6L;Volkswagen;Atlas3.6L;1V2BR2CA9JC501160
Volkswagen-CabrioCONVERTIBLE;Volkswagen;CabrioCONVERTIBLE;3VWAA81E6VM800197
Volkswagen-TouaregX;Volkswagen;TouaregX;WVGEP9BPXED005086
Volkswagen-GolfSEL;Volkswagen;GolfSEL;3VW217AU1HM035748
Volvo-S60T5;Volvo;S60T5;YV1612FS8D2221748
Volvo-S604dr;Volvo;S604dr;YV1RS592692739131
Volvo-S60FWD;Volvo;S60FWD;YV1622FS2C2099576
Volvo-S602.5T;Volvo;S602.5T;YV1RS592392734615
Volvo-S602015.5;Volvo;S602015.5;YV126MFJ7F1352469
Volvo-S804dr;Volvo;S804dr;YV1992AH6A1123062
Volvo-V502.4L;Volvo;V502.4L;YV1MW382862173036
Volvo-V504dr;Volvo;V504dr;YV1MW390772293893
Volvo-S602.5L;Volvo;S602.5L;YV1RS592552437677
Volvo-S803.2L;Volvo;S803.2L;YV1952AS9E1181101
Volvo-S404dr;Volvo;S404dr;YV1672MS2B2537855
Volvo-S402.5L;Volvo;S402.5L;YV1MH682962170478
Volvo-XC90FWD;Volvo;XC90FWD;YV4CY982491497168
Volvo-V502.5L;Volvo;V502.5L;YV1MJ682552062118
Volvo-S402.4L;Volvo;S402.4L;YV1MS390862216864
Volvo-S602.4L;Volvo;S602.4L;YV1RS61T942401760
Volvo-XC704dr;Volvo;XC704dr;YV4BZ982491047996
Volvo-XC90AWD;Volvo;XC90AWD;YV4CZ982571339609
Volvo-S402004;Volvo;S402004;YV1VS27584F063907
Volvo-XC904dr;Volvo;XC904dr;YV1CZ592751196843
Volvo-S60Sedan;Volvo;S60Sedan;YV1622FS5C2080049
Volvo-XC902.5L;Volvo;XC902.5L;YV4CY592061230564
Volvo-C702dr;Volvo;C702dr;YV1MC67249J072064
Volvo-S802.5T;Volvo;S802.5T;YV1TS59H141372602
Volvo-S60AWD;Volvo;S60AWD;YV1902FH6C2117858
Volvo-S803.0L;Volvo;S803.0L;YV1902AH0C1152327
Volvo-S80T6;Volvo;S80T6;YV1TS91D621250508
Volvo-S602.4;Volvo;S602.4;YV1RS61R722108375
Volvo-XC60FWD;Volvo;XC60FWD;YV4940DL9B2147857
Volvo-S60T6;Volvo;S60T6;YV1902FH2D2187682
Volvo-S40A;Volvo;S40A;YV1VS2556YF580101
Volvo-S80T5;Volvo;S80T5;YV140MAK2G1197986
Volvo-S802015.5;Volvo;S802015.5;YV140MAK7F1186318
Volvo-S60;Volvo;S60;YV1612FH7D2208946
Volvo-S802.9;Volvo;S802.9;YV1TS92D821259290
Volvo-S402004.5;Volvo;S402004.5;YV1MS382242017230
Volvo-S602.4T;Volvo;S602.4T;YV1RS58DX12081191
Volvo-XC904.4L;Volvo;XC904.4L;YV4CZ852961254592
Volvo-XC702.5L;Volvo;XC702.5L;YV4SZ592661224051
Volvo-XC603.2L;Volvo;XC603.2L;YV4952DL2D2398859
Volvo-C70T5;Volvo;C70T5;YV1672MC3BJ116497
Volvo-S802.5L;Volvo;S802.5L;YV1TH592561441935
Volvo-XC60AWD;Volvo;XC60AWD;YV4982DZ9A2082883
Volvo-C70;Volvo;C70;YV1672MCXBJ120501
Volvo-C702.5L;Volvo;C702.5L;YV1MC68286J001184
Volvo-XC90T6;Volvo;XC90T6;YV1C259H841076388
Volvo-XC90LEATHER;Volvo;XC90LEATHER;YV4952CFXD1655011
Volvo-XC90;Volvo;XC90;YV4952CY0D1662244
Volvo-XC70FWD;Volvo;XC70FWD;YV4952BL4C1119449
Volvo-V40A;Volvo;V40A;YV1VW2552YF565132
Volvo-XC70AWD;Volvo;XC70AWD;YV4952BZXC1121520
Volvo-XC602015.5;Volvo;XC602015.5;YV440MDJ4F2723100
Volvo-C70HT;Volvo;C70HT;YV1NC53D62J029101
Volvo-V405dr;Volvo;V405dr;YV1VW27524F057489
Volvo-C70LT;Volvo;C70LT;YV1NC56D21J016369
Volvo-XC604dr;Volvo;XC604dr;YV4940DZ6D2405484
Volvo-XC703.2L;Volvo;XC703.2L;YV4952BL1D1153494
Volvo-V60T5;Volvo;V60T5;YV140MEB9F1200326
Volvo-XC60T6;Volvo;XC60T6;YV4902DZ8D2412542
Volvo-V602015.5;Volvo;V602015.5;YV140MEK8F1256922
Volvo-XC60T5;Volvo;XC60T5;YV426MDB5F2562528
Volvo-XC603.2;Volvo;XC603.2;YV4952DL7C2327445
Volvo-XC90R-Design;Volvo;XC90R-Design;YV4952CT4D1628635
Volvo-XC903.2;Volvo;XC903.2;YV4952CZ6D1633064
Volvo-C302dr;Volvo;C302dr;YV1MK672082045391
Volvo-XC60;Volvo;XC60;YV4940DZ3C2346876
Volvo-XC903.2L;Volvo;XC903.2L;YV4952CY8E1691198
Volvo-XC70T5;Volvo;XC70T5;YV440MBB0F1199591
Volvo-XC70T6;Volvo;XC70T6;YV4902BZ1B1109284
Volvo-V70XC;Volvo;V70XC;YV1SZ58D521069535
Volvo-V60;Volvo;V60;YV4612HK6G1003107
Volvo-C70Inscription;Volvo;C70Inscription;YV1672MC8DJ136733
Volvo-XC703.0T;Volvo;XC703.0T;YV4902BZ2B1101646
Volvo-XC702015.5;Volvo;XC702015.5;YV440MBK2F1218965
Volvo-V702.4;Volvo;V702.4;YV1SW61R622250299
Volvo-V702.4L;Volvo;V702.4L;YV1SW640152459435
Volvo-V704dr;Volvo;V704dr;YV1SW612872675274
Volvo-V702.5L;Volvo;V702.5L;YV1SW592562557518
Volvo-C30T5;Volvo;C30T5;YV1672MK0D2300073
Volvo-C30R-Design;Volvo;C30R-Design;YV1672MK5D2305821
Volvo-XC603.0L;Volvo;XC603.0L;YV4902DZ8C2267212
Volvo-9605dr;Volvo;9605dr;YV1KW9603V1040927
Volvo-V702.4T;Volvo;V702.4T;YV1SW58DX22242114
Volvo-V705dr;Volvo;V705dr;YV1SZ59H731104448
Volvo-V70XC70;Volvo;V70XC70;YV1SZ59H141151010
Volvo-XC90Premier;Volvo;XC90Premier;YV4952CZ5D1653841
Volvo-V905dr;Volvo;V905dr;YV1KW9603W1049466
Volvo-V70A;Volvo;V70A;YV1LW55A4X2620756
Volvo-C70Convertible;Volvo;C70Convertible;YV1672MC4DJ140052
Volvo-S70M;Volvo;S70M;YV1LS55A2X1592490
Volvo-XC70Platinum;Volvo;XC70Platinum;YV4902BZ4D1151662
Volvo-S70A;Volvo;S70A;YV1LS61J6Y2627197
Volvo-V70T5;Volvo;V70T5;YV1SW53DX11130635
Volvo-S70AWD;Volvo;S70AWD;YV1LT56D8X2600169
Volvo-S70GLT;Volvo;S70GLT;YV1LS56D4X2600236
Volvo-S90T5;Volvo;S90T5;YV1102AK3H1006925
Volvo-XC90T5;Volvo;XC90T5;YV4102KK7H1119634
Volvo-S704dr;Volvo;S704dr;YV1LS5673W1507500
Volvo-V60T6;Volvo;V60T6;YV1902SH4F1186726
Volvo-V70R;Volvo;V70R;YV1LV62D9X2582139
Volvo-XC703.2;Volvo;XC703.2;YV4940BZ8D1163628
Volvo-XC902.5T;Volvo;XC902.5T;YV4CY592261290992
Volvo-S90T6;Volvo;S90T6;YV1A22MK9H1003517
Volvo-V90;Volvo;V90;YV4A22NL3H1006309
Volvo-XC90T8;Volvo;XC90T8;YV4BC0PL5H1108259
Volvo-V60Polestar;Volvo;V60Polestar;YV1A0MSW8H1353695
